id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_pupuk,volume,satuan,tahun
333,32,JAWA BARAT,3276,KOTA DEPOK,SP-36,0.0,TON,2022
334,32,JAWA BARAT,3276,KOTA DEPOK,ZA,0.0,TON,2022
335,32,JAWA BARAT,3276,KOTA DEPOK,NPK,3.44,TON,2022
336,32,JAWA BARAT,3276,KOTA DEPOK,ORGANIK GRANUL,0.0,TON,2022
337,32,JAWA BARAT,3277,KOTA CIMAHI,UREA,57.23,TON,2022
338,32,JAWA BARAT,3277,KOTA CIMAHI,SP-36,7.89,TON,2022
339,32,JAWA BARAT,3277,KOTA CIMAHI,ZA,4.0,TON,2022
340,32,JAWA BARAT,3277,KOTA CIMAHI,NPK,30.02,TON,2022
341,32,JAWA BARAT,3277,KOTA CIMAHI,ORGANIK GRANUL,2.14,TON,2022
342,32,JAWA BARAT,3278,KOTA TASIKMALAYA,UREA,1998.62,TON,2022
343,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SP-36,17.26,TON,2022
344,32,JAWA BARAT,3278,KOTA TASIKMALAYA,ZA,10.0,TON,2022
345,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NPK,1986.56,TON,2022
346,32,JAWA BARAT,3278,KOTA TASIKMALAYA,ORGANIK GRANUL,120.85,TON,2022
347,32,JAWA BARAT,3279,KOTA BANJAR,UREA,1530.41,TON,2022
348,32,JAWA BARAT,3279,KOTA BANJAR,SP-36,13.8,TON,2022
349,32,JAWA BARAT,3279,KOTA BANJAR,ZA,28.17,TON,2022
350,32,JAWA BARAT,3279,KOTA BANJAR,NPK,1267.12,TON,2022
351,32,JAWA BARAT,3279,KOTA BANJAR,ORGANIK GRANUL,26.98,TON,2022
